OBJECTID_1,Código_do_Município,Nome_municipio,Pop_total,Total_Respiradores,Respiradores_100mil_hab_Ind,Total_Respiradores_SUS,Respiradores_SUS_100mil_hab_Ind
1,1100015,Alta Floresta D'Oeste,22945,0,0,0,0
2,1100023,Ariquemes,107863,49,45.4279966253488,45,41.7195887375652
3,1100031,Cabixi,5312,0,0,0,0
4,1100049,Cacoal,85359,58,67.9483124216544,53,62.0906992818566
5,1100056,Cerejeiras,16323,0,0,0,0
6,1100064,Colorado do Oeste,15882,2,12.5928724342022,2,12.5928724342022
7,1100072,Corumbiara,7391,0,0,0,0
8,1100080,Costa Marques,18331,0,0,0,0
9,1100098,Espigão D'Oeste,32374,3,9.26669549638599,1,3.08889849879533
10,1100106,Guajará-Mirim,46174,3,6.49716290553125,3,6.49716290553125
11,1100114,Jaru,51775,2,3.86286817962337,2,3.86286817962337
12,1100122,Ji-Paraná,128969,22,17.0583628623933,3,2.32614039032636
13,1100130,Machadinho D'Oeste,39991,1,2.50056262659098,1,2.50056262659098
14,1100148,Nova Brasilândia D'Oeste,20474,0,0,0,0
15,1100155,Ouro Preto do Oeste,36035,9,24.975718051894,1,2.77507978354378
16,1100189,Pimenta Bueno,36660,1,2.72776868521549,1,2.72776868521549
17,1100205,Porto Velho,529544,256,48.3434804284441,227,42.8670705361594
18,1100254,Presidente Médici,18986,0,0,0,0
19,1100262,Rio Crespo,3764,0,0,0,0
20,1100288,Rolim de Moura,55058,1,1.81626648261833,0,0
21,1100296,Santa Luzia D'Oeste,6495,0,0,0,0
22,1100304,Vilhena,99854,19,19.027780559617,14,14.0204698860336
23,1100320,São Miguel do Guaporé,23005,0,0,0,0
24,1100338,Nova Mamoré,30583,0,0,0,0
25,1100346,Alvorada D'Oeste,14411,0,0,0,0
26,1100379,Alto Alegre dos Parecis,13241,0,0,0,0
27,1100403,Alto Paraíso,21428,1,4.66679111442972,1,4.66679111442972
28,1100452,Buritis,39654,8,20.1745095072376,4,10.0872547536188
29,1100502,Novo Horizonte do Oeste,8538,0,0,0,0
30,1100601,Cacaulândia,6230,0,0,0,0
31,1100700,Campo Novo de Rondônia,14139,0,0,0,0
32,1100809,Candeias do Jamari,26693,0,0,0,0
33,1100908,Castanheiras,3052,0,0,0,0
34,1100924,Chupinguaia,11182,0,0,0,0
35,1100940,Cujubim,25215,0,0,0,0
36,1101005,Governador Jorge Teixeira,7767,1,12.8749839062701,1,12.8749839062701
37,1101104,Itapuã do Oeste,10458,0,0,0,0
38,1101203,Ministro Andreazza,9660,0,0,0,0
39,1101302,Mirante da Serra,10947,0,0,0,0
40,1101401,Monte Negro,15852,0,0,0,0
41,1101435,Nova União,6970,1,14.3472022955524,1,14.3472022955524
42,1101450,Parecis,6074,0,0,0,0
43,1101468,Pimenteiras do Oeste,2169,1,46.1041954817888,1,46.1041954817888
44,1101476,Primavera de Rondônia,2856,0,0,0,0
45,1101484,São Felipe D'Oeste,5172,0,0,0,0
46,1101492,São Francisco do Guaporé,20266,1,4.93437284121188,1,4.93437284121188
47,1101500,Seringueiras,11856,1,8.43454790823212,1,8.43454790823212
48,1101559,Teixeirópolis,4308,1,23.2126276694522,1,23.2126276694522
49,1101609,Theobroma,10444,0,0,0,0
50,1101708,Urupá,11467,0,0,0,0
51,1101757,Vale do Anari,11204,0,0,0,0
52,1101807,Vale do Paraíso,6825,1,14.6520146520147,1,14.6520146520147
53,1200013,Acrelândia,15256,0,0,0,0
54,1200054,Assis Brasil,7417,0,0,0,0
55,1200104,Brasiléia,26278,0,0,0,0
56,1200138,Bujari,10266,0,0,0,0
57,1200179,Capixaba,11733,0,0,0,0
58,1200203,Cruzeiro do Sul,88376,14,15.8414049063094,14,15.8414049063094
59,1200252,Epitaciolândia,18411,1,5.43153549508446,1,5.43153549508446
60,1200302,Feijó,34780,0,0,0,0
61,1200328,Jordão,8317,0,0,0,0
62,1200336,Mâncio Lima,18977,0,0,0,0
63,1200344,Manoel Urbano,9459,0,0,0,0
64,1200351,Marechal Thaumaturgo,18867,0,0,0,0
65,1200385,Plácido de Castro,19761,1,5.06047264814534,1,5.06047264814534
66,1200393,Porto Walter,11982,0,0,0,0
67,1200401,Rio Branco,407319,123,30.1974619401501,119,29.2154306575436
68,1200427,Rodrigues Alves,18930,1,5.28262017960909,1,5.28262017960909
69,1200435,Santa Rosa do Purus,6540,0,0,0,0
70,1200450,Senador Guiomard,23024,0,0,0,0
71,1200500,Sena Madureira,45848,1,2.18112022334671,1,2.18112022334671
72,1200609,Tarauacá,42567,1,2.34923767237531,1,2.34923767237531
73,1200708,Xapuri,19323,2,10.3503596749987,2,10.3503596749987
74,1200807,Porto Acre,18504,0,0,0,0
75,1300029,Alvarães,16041,0,0,0,0
76,1300060,Amaturá,11536,0,0,0,0
77,1300086,Anamã,13614,0,0,0,0
78,1300102,Anori,21010,0,0,0,0
79,1300144,Apuí,21973,1,4.55103991262003,1,4.55103991262003
80,1300201,Atalaia do Norte,19921,0,0,0,0
81,1300300,Autazes,39565,1,2.52748641476052,1,2.52748641476052
82,1300409,Barcelos,27502,0,0,0,0
83,1300508,Barreirinha,32041,0,0,0,0
84,1300607,Benjamin Constant,42984,0,0,0,0
85,1300631,Beruri,19679,0,0,0,0
86,1300680,Boa Vista do Ramos,19207,0,0,0,0
87,1300706,Boca do Acre,34308,0,0,0,0
88,1300805,Borba,41161,0,0,0,0
89,1300839,Caapiranga,13081,0,0,0,0
90,1300904,Canutama,15629,0,0,0,0
91,1301001,Carauari,28294,1,3.53431823001343,1,3.53431823001343
92,1301100,Careiro,37869,0,0,0,0
93,1301159,Careiro da Várzea,30225,0,0,0,0
94,1301209,Coari,85097,3,3.52538867410132,3,3.52538867410132
95,1301308,Codajás,28637,0,0,0,0
96,1301407,Eirunepé,35273,0,0,0,0
97,1301506,Envira,20033,0,0,0,0
98,1301605,Fonte Boa,17609,0,0,0,0
99,1301654,Guajará,16678,0,0,0,0
100,1301704,Humaitá,55080,1,1.81554103122731,1,1.81554103122731
101,1301803,Ipixuna,29689,0,0,0,0
102,1301852,Iranduba,48296,0,0,0,0
103,1301902,Itacoatiara,101337,2,1.97361279690538,2,1.97361279690538
104,1301951,Itamarati,7851,0,0,0,0
105,1302009,Itapiranga,9148,0,0,0,0
106,1302108,Japurá,2755,0,0,0,0
107,1302207,Juruá,14712,0,0,0,0
108,1302306,Jutaí,14317,0,0,0,0
109,1302405,Lábrea,46069,0,0,0,0
110,1302504,Manacapuru,97377,0,0,0,0
111,1302553,Manaquiri,32105,0,0,0,0
112,1302603,Manaus,2182763,786,36.0094064266253,632,28.9541283226809
113,1302702,Manicoré,55751,0,0,0,0
114,1302801,Maraã,18224,0,0,0,0
115,1302900,Maués,63905,5,7.82411391909866,5,7.82411391909866
116,1303007,Nhamundá,21173,0,0,0,0
117,1303106,Nova Olinda do Norte,37378,0,0,0,0
118,1303205,Novo Airão,19454,0,0,0,0
119,1303304,Novo Aripuanã,25644,0,0,0,0
120,1303403,Parintins,114273,7,6.12568148206488,7,6.12568148206488
121,1303502,Pauini,19426,1,5.14774014207763,1,5.14774014207763
122,1303536,Presidente Figueiredo,36279,4,11.0256622288376,2,5.51283111441881
123,1303569,Rio Preto da Eva,33347,1,2.99877050409332,1,2.99877050409332
124,1303601,Santa Isabel do Rio Negro,25156,0,0,0,0
125,1303700,Santo Antônio do Içá,21602,0,0,0,0
126,1303809,São Gabriel da Cachoeira,45564,8,17.5577210078132,8,17.5577210078132
127,1303908,São Paulo de Olivença,39299,0,0,0,0
128,1303957,São Sebastião do Uatumã,14020,1,7.13266761768902,1,7.13266761768902
129,1304005,Silves,9171,0,0,0,0
130,1304062,Tabatinga,65844,13,19.7436364740903,13,19.7436364740903
131,1304104,Tapauá,17156,0,0,0,0
132,1304203,Tefé,59849,2,3.34174338752527,2,3.34174338752527
133,1304237,Tonantins,18755,0,0,0,0
134,1304260,Uarini,13540,0,0,0,0
135,1304302,Urucará,16256,0,0,0,0
136,1304401,Urucurituba,23065,0,0,0,0
137,1400027,Amajari,12796,0,0,0,0
138,1400050,Alto Alegre,15510,0,0,0,0
139,1400100,Boa Vista,399213,102,25.550270156533,93,23.295834554486
140,1400159,Bonfim,12409,0,0,0,0
141,1400175,Cantá,18335,0,0,0,0
142,1400209,Caracaraí,21926,0,0,0,0
143,1400233,Caroebe,10169,0,0,0,0
144,1400282,Iracema,11950,0,0,0,0
145,1400308,Mucajaí,17853,0,0,0,0
146,1400407,Normandia,11290,0,0,0,0
147,1400456,Pacaraima,17401,0,0,0,0
148,1400472,Rorainópolis,30163,3,9.94596028246527,3,9.94596028246527
149,1400506,São João da Baliza,8201,0,0,0,0
150,1400605,São Luiz,7986,0,0,0,0
151,1400704,Uiramutã,10559,0,0,0,0
152,1500107,Abaetetuba,157698,10,6.34123451153471,9,5.70711106038124
153,1500131,Abel Figueiredo,7434,1,13.4517083669626,1,13.4517083669626
154,1500206,Acará,55591,9,16.1896709899084,9,16.1896709899084
155,1500305,Afuá,39218,0,0,0,0
156,1500347,Água Azul do Norte,27430,0,0,0,0
157,1500404,Alenquer,56789,0,0,0,0
158,1500503,Almeirim,34109,4,11.7271101468821,2,5.86355507344103
159,1500602,Altamira,114594,43,37.5237796045168,42,36.6511335672025
160,1500701,Anajás,29277,0,0,0,0
161,1500800,Ananindeua,530598,97,18.281260012288,89,16.7735272277694
162,1500859,Anapu,27890,1,3.58551452133381,1,3.58551452133381
163,1500909,Augusto Corrêa,45998,0,0,0,0
164,1500958,Aurora do Pará,31338,1,3.19101410428234,1,3.19101410428234
165,1501006,Aveiro,16388,1,6.1020258725897,1,6.1020258725897
166,1501105,Bagre,30673,1,3.26019626381508,1,3.26019626381508
167,1501204,Baião,47446,3,6.32297770096531,3,6.32297770096531
168,1501253,Bannach,3286,0,0,0,0
169,1501303,Barcarena,124680,31,24.8636509464228,29,23.2595444337504
170,1501402,Belém,1492745,747,50.0420366506001,431,28.8729823245095
171,1501451,Belterra,17732,0,0,0,0
172,1501501,Benevides,62737,2,3.1879114398202,2,3.1879114398202
173,1501576,Bom Jesus do Tocantins,16981,7,41.2225428419999,7,41.2225428419999
174,1501600,Bonito,16286,0,0,0,0
175,1501709,Bragança,127686,34,26.6278213743089,34,26.6278213743089
176,1501725,Brasil Novo,15086,0,0,0,0
177,1501758,Brejo Grande do Araguaia,7380,0,0,0,0
178,1501782,Breu Branco,66046,3,4.54228870787027,3,4.54228870787027
179,1501808,Breves,102701,26,25.3162091897839,26,25.3162091897839
180,1501907,Bujaru,29132,0,0,0,0
181,1501956,Cachoeira do Piriá,33900,0,0,0,0
182,1502004,Cachoeira do Arari,23767,0,0,0,0
183,1502103,Cametá,137890,1,0.725215751686127,1,0.725215751686127
184,1502152,Canaã dos Carajás,37085,10,26.9650802211137,4,10.7860320884455
185,1502202,Capanema,69027,7,10.1409593347531,7,10.1409593347531
186,1502301,Capitão Poço,54303,1,1.84151888477616,1,1.84151888477616
187,1502400,Castanhal,200793,24,11.9526079096383,24,11.9526079096383
188,1502509,Chaves,23717,0,0,0,0
189,1502608,Colares,12085,0,0,0,0
190,1502707,Conceição do Araguaia,47864,6,12.5355172990139,6,12.5355172990139
191,1502756,Concórdia do Pará,33318,0,0,0,0
192,1502764,Cumaru do Norte,13473,1,7.42225191122987,1,7.42225191122987
193,1502772,Curionópolis,17929,0,0,0,0
194,1502806,Curralinho,34448,0,0,0,0
195,1502855,Curuá,14393,0,0,0,0
196,1502905,Curuçá,40066,1,2.49588179503819,1,2.49588179503819
197,1502939,Dom Eliseu,59719,1,1.67450895025034,1,1.67450895025034
198,1502954,Eldorado do Carajás,33808,0,0,0,0
199,1503002,Faro,7194,0,0,0,0
200,1503044,Floresta do Araguaia,20304,0,0,0,0
201,1503077,Garrafão do Norte,26066,2,7.6728305071741,2,7.6728305071741
202,1503093,Goianésia do Pará,40475,0,0,0,0
203,1503101,Gurupá,33376,1,2.99616490891659,1,2.99616490891659
204,1503200,Igarapé-Açu,38807,0,0,0,0
205,1503309,Igarapé-Miri,62698,0,0,0,0
206,1503408,Inhangapi,11711,0,0,0,0
207,1503457,Ipixuna do Pará,64053,0,0,0,0
208,1503507,Irituia,32550,0,0,0,0
209,1503606,Itaituba,101247,2,1.97536717137298,2,1.97536717137298
210,1503705,Itupiranga,53269,1,1.87726445024311,1,1.87726445024311
211,1503754,Jacareacanga,8239,0,0,0,0
212,1503804,Jacundá,59155,9,15.2142676020624,9,15.2142676020624
213,1503903,Juruti,57943,8,13.8066720742799,8,13.8066720742799
214,1504000,Limoeiro do Ajuru,28935,0,0,0,0
215,1504059,Mãe do Rio,30077,1,3.32479968081923,1,3.32479968081923
216,1504109,Magalhães Barata,8548,0,0,0,0
217,1504208,Marabá,279349,64,22.9104095593684,52,18.6147077669868
218,1504307,Maracanã,29473,0,0,0,0
219,1504406,Marapanim,28336,0,0,0,0
220,1504422,Marituba,131521,20,15.2066970293717,20,15.2066970293717
221,1504455,Medicilândia,31597,0,0,0,0
222,1504505,Melgaço,27654,1,3.61611340131627,1,3.61611340131627
223,1504604,Mocajuba,31136,0,0,0,0
224,1504703,Moju,82094,1,1.21811581845202,1,1.21811581845202
225,1504752,Mojuí dos Campos,16084,0,0,0,0
226,1504802,Monte Alegre,58032,0,0,0,0
227,1504901,Muaná,40349,0,0,0,0
228,1504950,Nova Esperança do Piriá,21368,1,4.67989517034818,1,4.67989517034818
229,1504976,Nova Ipixuna,16678,1,5.99592277251469,1,5.99592277251469
230,1505007,Nova Timboteua,15363,0,0,0,0
231,1505031,Novo Progresso,25762,3,11.6450586134617,3,11.6450586134617
232,1505064,Novo Repartimento,75919,1,1.31719332446423,1,1.31719332446423
233,1505106,Óbidos,52137,0,0,0,0
234,1505205,Oeiras do Pará,32512,0,0,0,0
235,1505304,Oriximiná,73096,4,5.47225566378461,2,2.73612783189231
236,1505403,Ourém,17842,0,0,0,0
237,1505437,Ourilândia do Norte,32832,1,3.0458089668616,1,3.0458089668616
238,1505486,Pacajá,47706,2,4.19234477843458,2,4.19234477843458
239,1505494,Palestina do Pará,7589,0,0,0,0
240,1505502,Paragominas,113145,32,28.2822926333466,30,26.5146493437624
241,1505536,Parauapebas,208273,38,18.2452838341984,14,6.7219466757573
242,1505551,Pau D'Arco,5483,0,0,0,0
243,1505601,Peixe-Boi,8077,0,0,0,0
244,1505635,Piçarra,12981,0,0,0,0
245,1505650,Placas,30982,1,3.22768058872894,1,3.22768058872894
246,1505700,Ponta de Pedras,31082,0,0,0,0
247,1505809,Portel,62043,0,0,0,0
248,1505908,Porto de Moz,41135,0,0,0,0
249,1506005,Prainha,29866,0,0,0,0
250,1506104,Primavera,10825,1,9.2378752886836,1,9.2378752886836
251,1506112,Quatipuru,13608,0,0,0,0
252,1506138,Redenção,84787,39,45.9976175592956,31,36.5622088291837
253,1506161,Rio Maria,18193,0,0,0,0
254,1506187,Rondon do Pará,52357,0,0,0,0
255,1506195,Rurópolis,50510,1,1.97980597901406,1,1.97980597901406
256,1506203,Salinópolis,40675,5,12.2925629993854,5,12.2925629993854
257,1506302,Salvaterra,23752,0,0,0,0
258,1506351,Santa Bárbara do Pará,21079,0,0,0,0
259,1506401,Santa Cruz do Arari,10128,0,0,0,0
260,1506500,Santa Izabel do Pará,70801,3,4.23722828773605,3,4.23722828773605
261,1506559,Santa Luzia do Pará,19848,1,5.03829101168883,1,5.03829101168883
262,1506583,Santa Maria das Barreiras,21449,2,9.32444403002471,2,9.32444403002471
263,1506609,Santa Maria do Pará,24861,0,0,0,0
264,1506708,Santana do Araguaia,72817,0,0,0,0
265,1506807,Santarém,304589,43,14.1173844098113,37,12.1475168177446
266,1506906,Santarém Novo,6709,0,0,0,0
267,1507003,Santo Antônio do Tauá,31482,0,0,0,0
268,1507102,São Caetano de Odivelas,18050,0,0,0,0
269,1507151,São Domingos do Araguaia,25557,0,0,0,0
270,1507201,São Domingos do Capim,31989,0,0,0,0
271,1507300,São Félix do Xingu,128481,3,2.33497559950499,3,2.33497559950499
272,1507409,São Francisco do Pará,15882,0,0,0,0
273,1507458,São Geraldo do Araguaia,24847,0,0,0,0
274,1507466,São João da Ponta,6139,0,0,0,0
275,1507474,São João de Pirabas,23045,1,4.33933608157952,1,4.33933608157952
276,1507508,São João do Araguaia,13996,0,0,0,0
277,1507607,São Miguel do Guamá,58986,1,1.69531753297393,1,1.69531753297393
278,1507706,São Sebastião da Boa Vista,26640,1,3.75375375375375,1,3.75375375375375
279,1507755,Sapucaia,5930,0,0,0,0
280,1507805,Senador José Porfírio,11658,1,8.57780065191285,1,8.57780065191285
281,1507904,Soure,25374,0,0,0,0
282,1507953,Tailândia,106339,6,5.64233254027215,6,5.64233254027215
283,1507961,Terra Alta,11720,0,0,0,0
284,1507979,Terra Santa,18769,0,0,0,0
285,1508001,Tomé-Açu,63447,3,4.72835595063596,3,4.72835595063596
286,1508035,Tracuateua,30959,1,3.23007849090733,1,3.23007849090733
287,1508050,Trairão,18989,0,0,0,0
288,1508084,Tucumã,39602,4,10.1004999747488,4,10.1004999747488
289,1508100,Tucuruí,113659,28,24.6350926895362,21,18.4763195171522
290,1508126,Ulianópolis,59210,3,5.06671170410404,3,5.06671170410404
291,1508159,Uruará,45476,0,0,0,0
292,1508209,Vigia,53686,0,0,0,0
293,1508308,Viseu,61403,0,0,0,0
294,1508357,Vitória do Xingu,15134,2,13.2152768600502,1,6.60763843002511
295,1508407,Xinguara,44751,2,4.46917387320954,1,2.23458693660477
296,1600055,Serra do Navio,5397,0,0,0,0
297,1600105,Amapá,9109,0,0,0,0
298,1600154,Pedra Branca do Amapari,16502,0,0,0,0
299,1600204,Calçoene,11117,0,0,0,0
300,1600212,Cutias,5983,0,0,0,0
301,1600238,Ferreira Gomes,7780,0,0,0,0
302,1600253,Itaubal,5503,0,0,0,0
303,1600279,Laranjal do Jari,50410,2,3.96746677246578,2,3.96746677246578
304,1600303,Macapá,503327,78,15.4968837356232,65,12.914069779686
305,1600402,Mazagão,21632,0,0,0,0
306,1600501,Oiapoque,27270,0,0,0,0
307,1600535,Porto Grande,21971,0,0,0,0
308,1600550,Pracuúba,5120,0,0,0,0
309,1600600,Santana,121364,8,6.59174054909199,8,6.59174054909199
310,1600709,Tartarugalzinho,17315,0,0,0,0
311,1600808,Vitória do Jari,15931,0,0,0,0
312,1700251,Abreulândia,2579,0,0,0,0
313,1700301,Aguiarnópolis,6733,0,0,0,0
314,1700350,Aliança do Tocantins,5390,0,0,0,0
315,1700400,Almas,7055,0,0,0,0
316,1700707,Alvorada,8412,1,11.887779362815,1,11.887779362815
317,1701002,Ananás,9549,0,0,0,0
318,1701051,Angico,3433,0,0,0,0
319,1701101,Aparecida do Rio Negro,4795,0,0,0,0
320,1701309,Aragominas,5758,0,0,0,0
321,1701903,Araguacema,7086,1,14.1123341800734,1,14.1123341800734
322,1702000,Araguaçu,8517,0,0,0,0
323,1702109,Araguaína,180470,78,43.2204798581482,76,42.112262425888
324,1702158,Araguanã,5729,0,0,0,0
325,1702208,Araguatins,35761,0,0,0,0
326,1702307,Arapoema,6643,0,0,0,0
327,1702406,Arraias,10567,0,0,0,0
328,1702554,Augustinópolis,18412,4,21.7249619813165,4,21.7249619813165
329,1702703,Aurora do Tocantins,3757,0,0,0,0
330,1702901,Axixá do Tocantins,9756,0,0,0,0
331,1703008,Babaçulândia,10664,0,0,0,0
332,1703057,Bandeirantes do Tocantins,3553,0,0,0,0
333,1703073,Barra do Ouro,4591,0,0,0,0
334,1703107,Barrolândia,5632,0,0,0,0
335,1703206,Bernardo Sayão,4459,0,0,0,0
336,1703305,Bom Jesus do Tocantins,4894,0,0,0,0
337,1703602,Brasilândia do Tocantins,2201,0,0,0,0
338,1703701,Brejinho de Nazaré,5497,0,0,0,0
339,1703800,Buriti do Tocantins,11348,0,0,0,0
340,1703826,Cachoeirinha,2275,0,0,0,0
341,1703842,Campos Lindos,10116,0,0,0,0
342,1703867,Cariri do Tocantins,4382,0,0,0,0
343,1703883,Carmolândia,2580,0,0,0,0
344,1703891,Carrasco Bonito,4095,0,0,0,0
345,1703909,Caseara,5369,0,0,0,0
346,1704105,Centenário,2905,0,0,0,0
347,1704600,Chapada de Areia,1406,0,0,0,0
348,1705102,Chapada da Natividade,3333,0,0,0,0
349,1705508,Colinas do Tocantins,35424,2,5.64588979223126,1,2.82294489611563
350,1705557,Combinado,4852,0,0,0,0
351,1705607,Conceição do Tocantins,4105,0,0,0,0
352,1706001,Couto Magalhães,5588,0,0,0,0
353,1706100,Cristalândia,7289,0,0,0,0
354,1706258,Crixás do Tocantins,1722,0,0,0,0
355,1706506,Darcinópolis,6097,0,0,0,0
356,1707009,Dianópolis,22139,0,0,0,0
357,1707108,Divinópolis do Tocantins,6900,0,0,0,0
358,1707207,Dois Irmãos do Tocantins,7198,0,0,0,0
359,1707306,Dueré,4686,0,0,0,0
360,1707405,Esperantina,10996,0,0,0,0
361,1707553,Fátima,3835,0,0,0,0
362,1707652,Figueirópolis,5263,0,0,0,0
363,1707702,Filadélfia,8856,1,11.2917795844625,1,11.2917795844625
364,1708205,Formoso do Araguaia,18440,0,0,0,0
365,1708254,Fortaleza do Tabocão,2589,0,0,0,0
366,1708304,Goianorte,5123,0,0,0,0
367,1709005,Goiatins,13019,0,0,0,0
368,1709302,Guaraí,25923,3,11.5727346371948,2,7.71515642479651
369,1709500,Gurupi,86647,30,34.6232414278625,24,27.69859314229
370,1709807,Ipueiras,2015,0,0,0,0
371,1710508,Itacajá,7433,0,0,0,0
372,1710706,Itaguatins,5864,1,17.0532060027285,1,17.0532060027285
373,1710904,Itapiratins,3777,0,0,0,0
374,1711100,Itaporã do Tocantins,2427,0,0,0,0
375,1711506,Jaú do Tocantins,3849,0,0,0,0
376,1711803,Juarina,2193,0,0,0,0
377,1711902,Lagoa da Confusão,13357,0,0,0,0
378,1711951,Lagoa do Tocantins,4316,0,0,0,0
379,1712009,Lajeado,3134,0,0,0,0
380,1712157,Lavandeira,1923,0,0,0,0
381,1712405,Lizarda,3740,0,0,0,0
382,1712454,Luzinópolis,3108,0,0,0,0
383,1712504,Marianópolis do Tocantins,5175,2,38.6473429951691,2,38.6473429951691
384,1712702,Mateiros,2684,0,0,0,0
385,1712801,Maurilândia do Tocantins,3426,0,0,0,0
386,1713205,Miracema do Tocantins,18248,3,16.4401578255151,3,16.4401578255151
387,1713304,Miranorte,13434,0,0,0,0
388,1713601,Monte do Carmo,7947,0,0,0,0
389,1713700,Monte Santo do Tocantins,2279,0,0,0,0
390,1713809,Palmeiras do Tocantins,6658,0,0,0,0
391,1713957,Muricilândia,3551,0,0,0,0
392,1714203,Natividade,9244,0,0,0,0
393,1714302,Nazaré,3898,0,0,0,0
394,1714880,Nova Olinda,11819,1,8.46095270327439,1,8.46095270327439
395,1715002,Nova Rosalândia,4260,0,0,0,0
396,1715101,Novo Acordo,4342,1,23.0308613542146,1,23.0308613542146
397,1715150,Novo Alegre,2332,0,0,0,0
398,1715259,Novo Jardim,2722,0,0,0,0
399,1715507,Oliveira de Fátima,1112,0,0,0,0
400,1715705,Palmeirante,6026,0,0,0,0
401,1715754,Palmeirópolis,7659,0,0,0,0
402,1716109,Paraíso do Tocantins,51252,6,11.706860220089,5,9.75571685007414
403,1716208,Paranã,10449,0,0,0,0
404,1716307,Pau D'Arco,4849,0,0,0,0
405,1716505,Pedro Afonso,13578,0,0,0,0
406,1716604,Peixe,11749,0,0,0,0
407,1716653,Pequizeiro,5477,0,0,0,0
408,1716703,Colméia,8205,0,0,0,0
409,1717008,Pindorama do Tocantins,4447,0,0,0,0
410,1717206,Piraquê,3028,0,0,0,0
411,1717503,Pium,7654,1,13.0650640188137,1,13.0650640188137
412,1717800,Ponte Alta do Bom Jesus,4596,0,0,0,0
413,1717909,Ponte Alta do Tocantins,8039,0,0,0,0
414,1718006,Porto Alegre do Tocantins,3139,0,0,0,0
415,1718204,Porto Nacional,53010,8,15.0914921712884,8,15.0914921712884
416,1718303,Praia Norte,8432,0,0,0,0
417,1718402,Presidente Kennedy,3684,0,0,0,0
418,1718451,Pugmil,2688,0,0,0,0
419,1718501,Recursolândia,4293,0,0,0,0
420,1718550,Riachinho,4645,0,0,0,0
421,1718659,Rio da Conceição,2130,0,0,0,0
422,1718709,Rio dos Bois,2834,0,0,0,0
423,1718758,Rio Sono,6478,0,0,0,0
424,1718808,Sampaio,4711,0,0,0,0
425,1718840,Sandolândia,3375,0,0,0,0
426,1718865,Santa Fé do Araguaia,7512,0,0,0,0
427,1718881,Santa Maria do Tocantins,3434,0,0,0,0
428,1718899,Santa Rita do Tocantins,2365,0,0,0,0
429,1718907,Santa Rosa do Tocantins,4829,0,0,0,0
430,1719004,Santa Tereza do Tocantins,2866,0,0,0,0
431,1720002,Santa Terezinha do Tocantins,2529,0,0,0,0
432,1720101,São Bento do Tocantins,5324,0,0,0,0
433,1720150,São Félix do Tocantins,1585,0,0,0,0
434,1720200,São Miguel do Tocantins,12139,0,0,0,0
435,1720259,São Salvador do Tocantins,3082,0,0,0,0
436,1720309,São Sebastião do Tocantins,4805,0,0,0,0
437,1720499,São Valério,3960,0,0,0,0
438,1720655,Silvanópolis,5403,0,0,0,0
439,1720804,Sítio Novo do Tocantins,9029,0,0,0,0
440,1720853,Sucupira,1966,0,0,0,0
441,1720903,Taguatinga,16683,1,5.99412575675838,1,5.99412575675838
442,1720937,Taipas do Tocantins,2148,0,0,0,0
443,1720978,Talismã,2793,0,0,0,0
444,1721000,Palmas,299127,159,53.1546801191467,113,37.776596562664
445,1721109,Tocantínia,7545,0,0,0,0
446,1721208,Tocantinópolis,22870,3,13.1176213379974,3,13.1176213379974
447,1721257,Tupirama,1891,0,0,0,0
448,1721307,Tupiratins,2671,0,0,0,0
449,1722081,Wanderlândia,11683,0,0,0,0
450,1722107,Xambioá,11540,0,0,0,0
451,2100055,Açailândia,112445,4,3.55729467739784,3,2.66797100804838
452,2100105,Afonso Cunha,6524,1,15.3280196198651,1,15.3280196198651
453,2100154,Água Doce do Maranhão,12571,0,0,0,0
454,2100204,Alcântara,22097,0,0,0,0
455,2100303,Aldeias Altas,26532,1,3.76903361977989,1,3.76903361977989
456,2100402,Altamira do Maranhão,8128,1,12.3031496062992,1,12.3031496062992
457,2100436,Alto Alegre do Maranhão,27053,3,11.0893431412413,3,11.0893431412413
458,2100477,Alto Alegre do Pindaré,31919,0,0,0,0
459,2100501,Alto Parnaíba,11190,0,0,0,0
460,2100550,Amapá do Maranhão,6962,0,0,0,0
461,2100600,Amarante do Maranhão,41435,3,7.24025582237239,3,7.24025582237239
462,2100709,Anajatuba,26803,0,0,0,0
463,2100808,Anapurus,15732,0,0,0,0
464,2100832,Apicum-Açu,17239,0,0,0,0
465,2100873,Araguanã,15426,0,0,0,0
466,2100907,Araioses,46440,4,8.61326442721792,4,8.61326442721792
467,2100956,Arame,32701,0,0,0,0
468,2101004,Arari,29848,1,3.35030822835701,0,0
469,2101103,Axixá,12130,0,0,0,0
470,2101202,Bacabal,104949,3,2.85853128662493,2,1.90568752441662
471,2101251,Bacabeira,17055,0,0,0,0
472,2101301,Bacuri,18582,0,0,0,0
473,2101350,Bacurituba,5644,0,0,0,0
474,2101400,Balsas,94887,25,26.3471286899154,20,21.0777029519323
475,2101509,Barão de Grajaú,18820,0,0,0,0
476,2101608,Barra do Corda,88212,6,6.80179567405795,6,6.80179567405795
477,2101707,Barreirinhas,62528,3,4.7978505629478,3,4.7978505629478
478,2101731,Belágua,7469,0,0,0,0
479,2101772,Bela Vista do Maranhão,11209,0,0,0,0
480,2101806,Benedito Leite,5632,0,0,0,0
481,2101905,Bequimão,21280,0,0,0,0
482,2101939,Bernardo do Mearim,6043,2,33.0961442991891,2,33.0961442991891
